Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
"Tue, Oct 29, 2013",ORL,87.0,IND,97.0
"Tue, Oct 29, 2013",LAC,103.0,LAL,116.0
"Tue, Oct 29, 2013",CHI,95.0,MIA,107.0
"Wed, Oct 30, 2013",BKN,94.0,CLE,98.0
"Wed, Oct 30, 2013",ATL,109.0,DAL,118.0
"Wed, Oct 30, 2013",WAS,102.0,DET,113.0
"Wed, Oct 30, 2013",LAL,94.0,GSW,125.0
"Wed, Oct 30, 2013",CHA,83.0,HOU,96.0
"Wed, Oct 30, 2013",ORL,115.0,MIN,120.0
"Wed, Oct 30, 2013",IND,95.0,NOH,90.0
"Wed, Oct 30, 2013",MIL,83.0,NYK,90.0
"Wed, Oct 30, 2013",MIA,110.0,PHI,114.0
"Wed, Oct 30, 2013",POR,91.0,PHX,104.0
"Wed, Oct 30, 2013",DEN,88.0,SAC,90.0
"Wed, Oct 30, 2013",MEM,94.0,SAS,101.0
"Wed, Oct 30, 2013",BOS,87.0,TOR,93.0
"Wed, Oct 30, 2013",OKC,101.0,UTA,98.0
"Thu, Oct 31, 2013",NYK,81.0,CHI,82.0
"Thu, Oct 31, 2013",GSW,115.0,LAC,126.0
"Fri, Nov 1, 2013",TOR,95.0,ATL,102.0
"Fri, Nov 1, 2013",MIL,105.0,BOS,98.0
"Fri, Nov 1, 2013",MIA,100.0,BKN,101.0
"Fri, Nov 1, 2013",CLE,84.0,CHA,90.0
"Fri, Nov 1, 2013",POR,113.0,DEN,98.0
"Fri, Nov 1, 2013",DAL,105.0,HOU,113.0
"Fri, Nov 1, 2013",SAS,91.0,LAL,85.0
"Fri, Nov 1, 2013",DET,108.0,MEM,111.0
"Fri, Nov 1, 2013",OKC,81.0,MIN,100.0
"Fri, Nov 1, 2013",NOH,90.0,ORL,110.0
"Fri, Nov 1, 2013",UTA,84.0,PHX,87.0
"Fri, Nov 1, 2013",LAC,110.0,SAC,101.0
"Fri, Nov 1, 2013",PHI,109.0,WAS,102.0
"Sat, Nov 2, 2013",MEM,99.0,DAL,111.0
"Sat, Nov 2, 2013",SAC,87.0,GSW,98.0
"Sat, Nov 2, 2013",CLE,74.0,IND,89.0
"Sat, Nov 2, 2013",TOR,97.0,MIL,90.0
"Sat, Nov 2, 2013",CHA,84.0,NOH,105.0
"Sat, Nov 2, 2013",CHI,104.0,PHI,107.0
"Sat, Nov 2, 2013",SAS,105.0,POR,115.0
"Sat, Nov 2, 2013",HOU,104.0,UTA,93.0
"Sun, Nov 3, 2013",BOS,77.0,DET,87.0
"Sun, Nov 3, 2013",ATL,103.0,LAL,105.0
"Sun, Nov 3, 2013",WAS,93.0,MIA,103.0
"Sun, Nov 3, 2013",MIN,109.0,NYK,100.0
"Sun, Nov 3, 2013",PHX,96.0,OKC,103.0
"Sun, Nov 3, 2013",BKN,86.0,ORL,107.0
"Mon, Nov 4, 2013",MIN,92.0,CLE,93.0
"Mon, Nov 4, 2013",HOU,118.0,LAC,137.0
"Mon, Nov 4, 2013",BOS,88.0,MEM,95.0
"Mon, Nov 4, 2013",GSW,110.0,PHI,90.0
"Tue, Nov 5, 2013",UTA,88.0,BKN,104.0
"Tue, Nov 5, 2013",LAL,104.0,DAL,123.0
"Tue, Nov 5, 2013",SAS,102.0,DEN,94.0
"Tue, Nov 5, 2013",IND,99.0,DET,91.0
"Tue, Nov 5, 2013",PHX,104.0,NOH,98.0
"Tue, Nov 5, 2013",CHA,102.0,NYK,97.0
"Tue, Nov 5, 2013",HOU,116.0,POR,101.0
"Tue, Nov 5, 2013",ATL,105.0,SAC,100.0
"Tue, Nov 5, 2013",MIA,104.0,TOR,95.0
"Wed, Nov 6, 2013",UTA,87.0,BOS,97.0
"Wed, Nov 6, 2013",TOR,90.0,CHA,92.0
"Wed, Nov 6, 2013",CHI,80.0,IND,97.0
"Wed, Nov 6, 2013",NOH,99.0,MEM,84.0
"Wed, Nov 6, 2013",CLE,104.0,MIL,109.0
"Wed, Nov 6, 2013",GSW,106.0,MIN,93.0
"Wed, Nov 6, 2013",DAL,93.0,OKC,107.0
"Wed, Nov 6, 2013",LAC,90.0,ORL,98.0
"Wed, Nov 6, 2013",WAS,116.0,PHI,102.0
"Wed, Nov 6, 2013",PHX,96.0,SAS,99.0
"Thu, Nov 7, 2013",ATL,107.0,DEN,109.0
"Thu, Nov 7, 2013",LAL,99.0,HOU,98.0
"Thu, Nov 7, 2013",LAC,97.0,MIA,102.0
"Fri, Nov 8, 2013",NYK,101.0,CHA,91.0
"Fri, Nov 8, 2013",UTA,73.0,CHI,97.0
"Fri, Nov 8, 2013",OKC,119.0,DET,110.0
"Fri, Nov 8, 2013",TOR,84.0,IND,91.0
"Fri, Nov 8, 2013",DAL,108.0,MIN,116.0
"Fri, Nov 8, 2013",LAL,85.0,NOH,96.0
"Fri, Nov 8, 2013",BOS,91.0,ORL,89.0
"Fri, Nov 8, 2013",CLE,79.0,PHI,94.0
"Fri, Nov 8, 2013",DEN,103.0,PHX,114.0
"Fri, Nov 8, 2013",SAC,91.0,POR,104.0
"Fri, Nov 8, 2013",GSW,74.0,SAS,76.0
"Fri, Nov 8, 2013",BKN,108.0,WAS,112.0
"Sat, Nov 9, 2013",ORL,94.0,ATL,104.0
"Sat, Nov 9, 2013",IND,96.0,BKN,91.0
"Sat, Nov 9, 2013",PHI,125.0,CLE,127.0
"Sat, Nov 9, 2013",LAC,107.0,HOU,94.0
"Sat, Nov 9, 2013",GSW,90.0,MEM,108.0
"Sat, Nov 9, 2013",BOS,111.0,MIA,110.0
"Sat, Nov 9, 2013",DAL,91.0,MIL,83.0
"Sat, Nov 9, 2013",POR,96.0,SAC,85.0
"Sat, Nov 9, 2013",UTA,91.0,TOR,115.0
"Sun, Nov 10, 2013",MIN,113.0,LAL,90.0
"Sun, Nov 10, 2013",SAS,120.0,NYK,89.0
"Sun, Nov 10, 2013",WAS,105.0,OKC,106.0
"Sun, Nov 10, 2013",NOH,94.0,PHX,101.0
"Mon, Nov 11, 2013",ORL,105.0,BOS,120.0
"Mon, Nov 11, 2013",ATL,103.0,CHA,94.0
"Mon, Nov 11, 2013",CLE,81.0,CHI,96.0
"Mon, Nov 11, 2013",TOR,104.0,HOU,110.0
"Mon, Nov 11, 2013",MEM,79.0,IND,95.0
"Mon, Nov 11, 2013",MIN,107.0,LAC,109.0
"Mon, Nov 11, 2013",SAS,109.0,PHI,85.0
"Mon, Nov 11, 2013",DET,103.0,POR,109.0
"Mon, Nov 11, 2013",DEN,100.0,UTA,81.0
"Tue, Nov 12, 2013",WAS,95.0,DAL,105.0
"Tue, Nov 12, 2013",DET,95.0,GSW,113.0
"Tue, Nov 12, 2013",NOH,95.0,LAL,116.0
"Tue, Nov 12, 2013",MIL,95.0,MIA,118.0
"Wed, Nov 13, 2013",NYK,95.0,ATL,91.0
"Wed, Nov 13, 2013",CHA,89.0,BOS,83.0
"Wed, Nov 13, 2013",LAL,99.0,DEN,111.0
"Wed, Nov 13, 2013",OKC,103.0,LAC,111.0
"Wed, Nov 13, 2013",TOR,103.0,MEM,87.0
"Wed, Nov 13, 2013",CLE,95.0,MIN,124.0
"Wed, Nov 13, 2013",MIL,91.0,ORL,94.0
"Wed, Nov 13, 2013",HOU,117.0,PHI,123.0
"Wed, Nov 13, 2013",PHX,89.0,POR,90.0
"Wed, Nov 13, 2013",BKN,86.0,SAC,107.0
"Wed, Nov 13, 2013",WAS,79.0,SAS,92.0
"Wed, Nov 13, 2013",NOH,105.0,UTA,111.0
"Thu, Nov 14, 2013",OKC,115.0,GSW,116.0
"Thu, Nov 14, 2013",HOU,109.0,NYK,106.0
"Fri, Nov 15, 2013",PHI,103.0,ATL,113.0
"Fri, Nov 15, 2013",POR,109.0,BOS,96.0
"Fri, Nov 15, 2013",CHA,86.0,CLE,80.0
"Fri, Nov 15, 2013",MIN,113.0,DEN,117.0
"Fri, Nov 15, 2013",MIL,77.0,IND,104.0
"Fri, Nov 15, 2013",MEM,89.0,LAL,86.0
"Fri, Nov 15, 2013",DAL,104.0,MIA,110.0
"Fri, Nov 15, 2013",BKN,100.0,PHX,98.0
"Fri, Nov 15, 2013",DET,97.0,SAC,90.0
"Fri, Nov 15, 2013",CHI,96.0,TOR,80.0
"Fri, Nov 15, 2013",SAS,91.0,UTA,82.0
"Sat, Nov 16, 2013",MIA,97.0,CHA,81.0
"Sat, Nov 16, 2013",IND,94.0,CHI,110.0
"Sat, Nov 16, 2013",UTA,88.0,GSW,102.0
"Sat, Nov 16, 2013",DEN,111.0,HOU,122.0
"Sat, Nov 16, 2013",BKN,103.0,LAC,110.0
"Sat, Nov 16, 2013",OKC,92.0,MIL,79.0
"Sat, Nov 16, 2013",BOS,88.0,MIN,106.0
"Sat, Nov 16, 2013",PHI,98.0,NOH,135.0
"Sat, Nov 16, 2013",ATL,110.0,NYK,90.0
"Sat, Nov 16, 2013",DAL,108.0,ORL,100.0
"Sat, Nov 16, 2013",CLE,103.0,WAS,96.0
"Sun, Nov 17, 2013",DET,99.0,LAL,114.0
"Sun, Nov 17, 2013",MEM,97.0,SAC,86.0
"Sun, Nov 17, 2013",POR,118.0,TOR,110.0
"Mon, Nov 18, 2013",POR,108.0,BKN,98.0
"Mon, Nov 18, 2013",CHA,81.0,CHI,86.0
"Mon, Nov 18, 2013",PHI,94.0,DAL,97.0
"Mon, Nov 18, 2013",MEM,106.0,LAC,102.0
"Mon, Nov 18, 2013",DEN,113.0,OKC,115.0
"Mon, Nov 18, 2013",GSW,98.0,UTA,87.0
"Tue, Nov 19, 2013",NYK,86.0,DET,92.0
"Tue, Nov 19, 2013",BOS,85.0,HOU,109.0
"Tue, Nov 19, 2013",ATL,88.0,MIA,104.0
"Tue, Nov 19, 2013",PHX,104.0,SAC,107.0
"Tue, Nov 19, 2013",MIN,100.0,WAS,104.0
"Wed, Nov 20, 2013",DET,85.0,ATL,93.0
"Wed, Nov 20, 2013",BKN,91.0,CHA,95.0
"Wed, Nov 20, 2013",WAS,98.0,CLE,91.0
"Wed, Nov 20, 2013",HOU,120.0,DAL,123.0
"Wed, Nov 20, 2013",MEM,88.0,GSW,81.0
"Wed, Nov 20, 2013",POR,91.0,MIL,82.0
"Wed, Nov 20, 2013",LAC,102.0,MIN,98.0
"Wed, Nov 20, 2013",UTA,98.0,NOH,105.0
"Wed, Nov 20, 2013",IND,103.0,NYK,96.0
"Wed, Nov 20, 2013",MIA,120.0,ORL,92.0
"Wed, Nov 20, 2013",TOR,108.0,PHI,98.0
"Wed, Nov 20, 2013",SAC,113.0,PHX,106.0
"Wed, Nov 20, 2013",BOS,93.0,SAS,104.0
"Thu, Nov 21, 2013",CHI,87.0,DEN,97.0
"Thu, Nov 21, 2013",LAC,91.0,OKC,105.0
"Fri, Nov 22, 2013",IND,97.0,BOS,82.0
"Fri, Nov 22, 2013",PHX,98.0,CHA,91.0
"Fri, Nov 22, 2013",UTA,93.0,DAL,103.0
"Fri, Nov 22, 2013",ATL,96.0,DET,89.0
"Fri, Nov 22, 2013",GSW,95.0,LAL,102.0
"Fri, Nov 22, 2013",SAS,102.0,MEM,86.0
"Fri, Nov 22, 2013",BKN,81.0,MIN,111.0
"Fri, Nov 22, 2013",CLE,100.0,NOH,104.0
"Fri, Nov 22, 2013",MIL,107.0,PHI,115.0
"Fri, Nov 22, 2013",CHI,95.0,POR,98.0
"Fri, Nov 22, 2013",WAS,88.0,TOR,96.0
"Sat, Nov 23, 2013",BOS,94.0,ATL,87.0
"Sat, Nov 23, 2013",DAL,100.0,DEN,102.0
"Sat, Nov 23, 2013",POR,113.0,GSW,101.0
"Sat, Nov 23, 2013",MIN,101.0,HOU,112.0
"Sat, Nov 23, 2013",PHI,98.0,IND,106.0
"Sat, Nov 23, 2013",SAC,102.0,LAC,103.0
"Sat, Nov 23, 2013",ORL,99.0,MIA,101.0
"Sat, Nov 23, 2013",CHA,96.0,MIL,72.0
"Sat, Nov 23, 2013",CLE,96.0,SAS,126.0
"Sat, Nov 23, 2013",NYK,89.0,WAS,98.0
"Sun, Nov 24, 2013",DET,109.0,BKN,97.0
"Sun, Nov 24, 2013",CHI,82.0,LAC,121.0
"Sun, Nov 24, 2013",SAC,86.0,LAL,100.0
"Sun, Nov 24, 2013",UTA,73.0,OKC,95.0
"Sun, Nov 24, 2013",PHX,104.0,ORL,96.0
"Mon, Nov 25, 2013",BOS,96.0,CHA,86.0
"Mon, Nov 25, 2013",DEN,110.0,DAL,96.0
"Mon, Nov 25, 2013",MIL,94.0,DET,113.0
"Mon, Nov 25, 2013",MIN,84.0,IND,98.0
"Mon, Nov 25, 2013",HOU,93.0,MEM,86.0
"Mon, Nov 25, 2013",PHX,92.0,MIA,107.0
"Mon, Nov 25, 2013",NYK,91.0,POR,102.0
"Mon, Nov 25, 2013",NOH,93.0,SAS,112.0
"Mon, Nov 25, 2013",CHI,83.0,UTA,89.0
"Tue, Nov 26, 2013",ORL,109.0,ATL,92.0
"Tue, Nov 26, 2013",GSW,102.0,NOH,101.0
"Tue, Nov 26, 2013",BKN,102.0,TOR,100.0
"Tue, Nov 26, 2013",LAL,111.0,WAS,116.0
"Wed, Nov 27, 2013",MEM,100.0,BOS,93.0
"Wed, Nov 27, 2013",LAL,99.0,BKN,94.0
"Wed, Nov 27, 2013",IND,99.0,CHA,74.0
"Wed, Nov 27, 2013",MIA,95.0,CLE,84.0
"Wed, Nov 27, 2013",GSW,99.0,DAL,103.0
"Wed, Nov 27, 2013",CHI,99.0,DET,79.0
"Wed, Nov 27, 2013",ATL,84.0,HOU,113.0
"Wed, Nov 27, 2013",NYK,80.0,LAC,93.0
"Wed, Nov 27, 2013",WAS,100.0,MIL,92.0
"Wed, Nov 27, 2013",DEN,117.0,MIN,110.0
"Wed, Nov 27, 2013",SAS,88.0,OKC,94.0
"Wed, Nov 27, 2013",PHI,94.0,ORL,105.0
"Wed, Nov 27, 2013",POR,106.0,PHX,120.0
"Fri, Nov 29, 2013",DAL,87.0,ATL,88.0
"Fri, Nov 29, 2013",CLE,86.0,BOS,103.0
"Fri, Nov 29, 2013",MIL,76.0,CHA,92.0
"Fri, Nov 29, 2013",NYK,95.0,DEN,97.0
"Fri, Nov 29, 2013",LAL,106.0,DET,102.0
"Fri, Nov 29, 2013",BKN,95.0,HOU,114.0
"Fri, Nov 29, 2013",WAS,73.0,IND,93.0
"Fri, Nov 29, 2013",GSW,112.0,OKC,113.0
"Fri, Nov 29, 2013",SAS,109.0,ORL,91.0
"Fri, Nov 29, 2013",NOH,121.0,PHI,105.0
"Fri, Nov 29, 2013",LAC,104.0,SAC,98.0
"Fri, Nov 29, 2013",MIA,90.0,TOR,83.0
"Fri, Nov 29, 2013",PHX,112.0,UTA,101.0
"Sat, Nov 30, 2013",CHI,93.0,CLE,97.0
"Sat, Nov 30, 2013",MIN,112.0,DAL,106.0
"Sat, Nov 30, 2013",BKN,97.0,MEM,88.0
"Sat, Nov 30, 2013",BOS,85.0,MIL,92.0
"Sat, Nov 30, 2013",UTA,112.0,PHX,104.0
"Sat, Nov 30, 2013",HOU,112.0,SAS,106.0
"Sat, Nov 30, 2013",ATL,101.0,WAS,108.0
"Sun, Dec 1, 2013",PHI,100.0,DET,115.0
"Sun, Dec 1, 2013",IND,105.0,LAC,100.0
"Sun, Dec 1, 2013",POR,114.0,LAL,108.0
"Sun, Dec 1, 2013",CHA,98.0,MIA,99.0
"Sun, Dec 1, 2013",NOH,103.0,NYK,99.0
"Sun, Dec 1, 2013",MIN,103.0,OKC,113.0
"Sun, Dec 1, 2013",GSW,115.0,SAC,113.0
"Sun, Dec 1, 2013",DEN,112.0,TOR,98.0
"Mon, Dec 2, 2013",NOH,131.0,CHI,128.0
"Mon, Dec 2, 2013",IND,102.0,POR,106.0
"Mon, Dec 2, 2013",ATL,100.0,SAS,102.0
"Mon, Dec 2, 2013",HOU,103.0,UTA,109.0
"Mon, Dec 2, 2013",ORL,80.0,WAS,98.0
"Tue, Dec 3, 2013",MIL,100.0,BOS,108.0
"Tue, Dec 3, 2013",DEN,111.0,BKN,87.0
"Tue, Dec 3, 2013",CHA,82.0,DAL,89.0
"Tue, Dec 3, 2013",TOR,103.0,GSW,112.0
"Tue, Dec 3, 2013",PHX,91.0,MEM,110.0
"Tue, Dec 3, 2013",DET,107.0,MIA,97.0
"Tue, Dec 3, 2013",ORL,125.0,PHI,126.0
"Tue, Dec 3, 2013",OKC,97.0,SAC,95.0
"Wed, Dec 4, 2013",LAC,97.0,ATL,107.0
"Wed, Dec 4, 2013",DEN,88.0,CLE,98.0
"Wed, Dec 4, 2013",PHX,97.0,HOU,88.0
"Wed, Dec 4, 2013",DET,105.0,MIL,98.0
"Wed, Dec 4, 2013",SAS,,MIN,
"Wed, Dec 4, 2013",DAL,100.0,NOH,97.0
"Wed, Dec 4, 2013",OKC,104.0,POR,111.0
"Wed, Dec 4, 2013",IND,95.0,UTA,86.0
"Thu, Dec 5, 2013",NYK,,BKN,
"Thu, Dec 5, 2013",MIA,,CHI,
"Thu, Dec 5, 2013",LAC,,MEM,
"Fri, Dec 6, 2013",CLE,,ATL,
"Fri, Dec 6, 2013",DEN,,BOS,
"Fri, Dec 6, 2013",PHI,,CHA,
"Fri, Dec 6, 2013",GSW,,HOU,
"Fri, Dec 6, 2013",OKC,,NOH,
"Fri, Dec 6, 2013",ORL,,NYK,
"Fri, Dec 6, 2013",TOR,,PHX,
"Fri, Dec 6, 2013",UTA,,POR,
"Fri, Dec 6, 2013",LAL,,SAC,
"Fri, Dec 6, 2013",MIL,,WAS,
"Sat, Dec 7, 2013",DET,,CHI,
"Sat, Dec 7, 2013",LAC,,CLE,
"Sat, Dec 7, 2013",GSW,,MEM,
"Sat, Dec 7, 2013",BKN,,MIL,
"Sat, Dec 7, 2013",MIA,,MIN,
"Sat, Dec 7, 2013",DEN,,PHI,
"Sat, Dec 7, 2013",DAL,,POR,
"Sat, Dec 7, 2013",IND,,SAS,
"Sat, Dec 7, 2013",SAC,,UTA,
"Sun, Dec 8, 2013",MIA,,DET,
"Sun, Dec 8, 2013",ORL,,HOU,
"Sun, Dec 8, 2013",TOR,,LAL,
"Sun, Dec 8, 2013",BOS,,NYK,
"Sun, Dec 8, 2013",IND,,OKC,
"Mon, Dec 9, 2013",GSW,,CHA,
"Mon, Dec 9, 2013",ORL,,MEM,
"Mon, Dec 9, 2013",LAC,,PHI,
"Mon, Dec 9, 2013",DAL,,SAC,
"Mon, Dec 9, 2013",POR,,UTA,
"Mon, Dec 9, 2013",DEN,,WAS,
"Tue, Dec 10, 2013",OKC,,ATL,
"Tue, Dec 10, 2013",BOS,,BKN,
"Tue, Dec 10, 2013",MIL,,CHI,
"Tue, Dec 10, 2013",NYK,,CLE,
"Tue, Dec 10, 2013",MIN,,DET,
"Tue, Dec 10, 2013",MIA,,IND,
"Tue, Dec 10, 2013",PHX,,LAL,
"Tue, Dec 10, 2013",SAS,,TOR,
"Wed, Dec 11, 2013",LAC,,BOS,
"Wed, Dec 11, 2013",ORL,,CHA,
"Wed, Dec 11, 2013",DAL,,GSW,
"Wed, Dec 11, 2013",OKC,,MEM,
"Wed, Dec 11, 2013",SAS,,MIL,
"Wed, Dec 11, 2013",PHI,,MIN,
"Wed, Dec 11, 2013",DET,,NOH,
"Wed, Dec 11, 2013",CHI,,NYK,
"Wed, Dec 11, 2013",UTA,,SAC,
"Thu, Dec 12, 2013",LAC,,BKN,
"Thu, Dec 12, 2013",HOU,,POR,
"Fri, Dec 13, 2013",WAS,,ATL,
"Fri, Dec 13, 2013",NYK,,BOS,
"Fri, Dec 13, 2013",UTA,,DEN,
"Fri, Dec 13, 2013",BKN,,DET,
"Fri, Dec 13, 2013",HOU,,GSW,
"Fri, Dec 13, 2013",CHA,,IND,
"Fri, Dec 13, 2013",CHI,,MIL,
"Fri, Dec 13, 2013",MEM,,NOH,
"Fri, Dec 13, 2013",LAL,,OKC,
"Fri, Dec 13, 2013",CLE,,ORL,
"Fri, Dec 13, 2013",SAC,,PHX,
"Fri, Dec 13, 2013",MIN,,SAS,
"Fri, Dec 13, 2013",PHI,,TOR,
"Sat, Dec 14, 2013",LAL,,CHA,
"Sat, Dec 14, 2013",TOR,,CHI,
"Sat, Dec 14, 2013",MIL,,DAL,
"Sat, Dec 14, 2013",CLE,,MIA,
"Sat, Dec 14, 2013",ATL,,NYK,
"Sat, Dec 14, 2013",POR,,PHI,
"Sat, Dec 14, 2013",SAS,,UTA,
"Sat, Dec 14, 2013",LAC,,WAS,
"Sun, Dec 15, 2013",NOH,,DEN,
"Sun, Dec 15, 2013",POR,,DET,
"Sun, Dec 15, 2013",MIN,,MEM,
"Sun, Dec 15, 2013",ORL,,OKC,
"Sun, Dec 15, 2013",GSW,,PHX,
